MEAN;MAX;MIN;RANGE;KURT;SKEW;ALSC;INSC;RMSC;condition
1,38019E+16;1,57738E+16;1,06621E+16;5,11169E+13;4,75194E+15;1,32519E+16;2,10057E+16;2,89839E+15;1,38029E+16;amusement
2,1101E+15;2,2411E+16;1,99768E+13;2,43416E+16;-1,53587E+16;5,17846E+15;2,10016E+14;4,43121E+15;2,11117E+15;stress
2,00496E+16;2,11624E+15;1,91597E+16;2,00272E+15;-7,10099E+15;9,55172E+15;2,10013E+15;4,21042E+16;2,00538E+16;stress
4,42844E+15;5,50842E+13;3,51639E+15;1,99203E+15;-1,31909E+15;-2,77995E+16;2,10022E+16;9,29973E+15;4,453E+15;stress
4,63541E+15;5,18303E+15;4,13513E+13;1,0479E+16;7,5673E+15;1,92655E+15;2,10018E+16;9,73437E+15;4,63754E+16;stress
3,34015E+15;3,8269E+12;2,88391E+13;9,42993E+12;-1,65718E+16;-2,71588E+15;2,10014E+16;7,01431E+15;3,35013E+16;amusement
3,79142E+16;3,91464E+15;3,56941E+16;3,4523E+15;-2,5624E+15;-1,83025E+16;2,10015E+15;7,96199E+15;3,79148E+16;baseline
1,98663E+16;2,17361E+15;1,69716E+16;4,76456E+15;-1,04401E+16;1,57041E+15;2,10017E+15;4,17191E+15;1,98738E+16;baseline
4,26361E+16;5,04036E+16;3,16772E+12;1,87263E+16;-1,21358E+16;-4,48034E+15;2,10024E+16;8,95357E+15;4,28543E+15;stress
6,94387E+15;7,3452E+16;6,62155E+15;7,23648E+15;-6,66129E+15;6,25799E+15;2,10006E+16;1,45821E+16;6,94526E+15;stress
3,69532E+16;3,82233E+14;3,52135E+15;3,0098E+15;-6,06607E+15;-1,77362E+16;2,10008E+16;7,76018E+15;3,69541E+11;amusement
1,18627E+16;1,4019E+16;8,19778E+15;5,82123E+14;-5,28539E+15;3,75316E+15;2,10063E+16;2,49117E+15;1,1876E+16;baseline
1,92581E+16;2,25792E+15;1,23634E+16;1,02158E+15;2,87315E+15;-1,33123E+16;2,10025E+15;4,04419E+15;1,93269E+16;stress
9,03275E+14;1,10355E+16;7,6252E+15;3,41034E+14;-1,01353E+15;4,10314E+15;2,10002E+16;1,89688E+16;9,0766E+15;stress
6,33428E+16;6,52351E+16;5,97839E+13;5,4512E+15;1,6111E+16;8,02356E+15;2,10011E+16;1,3302E+16;6,33433E+15;amusement
5,99938E+15;6,17561E+16;5,6263E+16;54931640625;-5,93583E+15;-8,54227E+15;2,10013E+16;1,25987E+16;5,99948E+15;baseline
3,66666E+16;4,04968E+13;3,09792E+16;9,51767E+15;-1,07679E+16;-1,15995E+15;2,10012E+15;7,69999E+14;3,66948E+15;stress
1,12663E+16;1,14925E+16;1,10374E+16;4,55093E+15;-9,97255E+14;2,0217E+16;2,10002E+15;2,36591E+16;1,12665E+16;baseline
7,61872E+14;8,20503E+15;7,21054E+15;9,94492E+15;-1,16012E+15;7,24034E+15;2,10004E+15;1,59993E+16;7,62116E+15;stress
1,77456E+16;1,98822E+14;1,43089E+16;5,57327E+15;-1,17818E+14;-6,93861E+15;2,10014E+16;3,72657E+15;1,77549E+16;baseline
7,0278E+15;7,82623E+14;6,00929E+15;1,81694E+16;-1,62335E+16;-4,15198E+15;2,10003E+15;1,47584E+16;7,05073E+16;baseline
7,55649E+15;7,72896E+16;7,33109E+15;3,97873E+15;-4,03951E+15;1,36441E+15;2,10002E+16;1,58686E+16;7,55664E+15;stress
2,83983E+16;3,02315E+16;2,55699E+15;4,66156E+14;1,46643E+16;1,40829E+16;2,10018E+16;5,96363E+15;2,84002E+15;baseline
8,04607E+15;9,54475E+15;7,23534E+16;2,30942E+15;-4,9296E+15;7,75162E+15;2,10003E+16;1,68967E+16;8,06898E+15;stress
3,79588E+16;5,10406E+14;3,40271E+13;1,70135E+14;8,73405E+15;3,00531E+15;2,10017E+16;7,97135E+15;3,80241E+16;baseline
8,33011E+14;8,64487E+15;8,00056E+15;6,44302E+15;-4,44226E+15;6,72453E+15;2,10002E+16;1,74932E+16;8,33075E+15;amusement
1,97746E+15;2,16217E+14;1,69716E+16;4,65012E+15;-9,22215E+15;1,08334E+16;2,10017E+16;4,15266E+15;1,97823E+16;baseline
6,80599E+15;7,82623E+14;6,00929E+15;1,81694E+16;-1,74854E+16;2,5418E+15;2,10003E+16;1,42926E+16;6,8312E+15;baseline
3,0549E+16;3,26157E+15;2,82288E+13;4,3869E+14;4,1794E+15;2,75141E+16;2,10017E+16;6,41529E+15;3,05506E+16;amusement
3,79268E+16;3,90434E+15;3,6335E+15;2,70844E+14;2,50224E+15;-4,63025E+15;2,10015E+16;7,96463E+14;3,79272E+16;baseline
3,80698E+16;3,93562E+15;3,57513E+14;3,60489E+15;2,06092E+15;1,07392E+16;2,10014E+16;7,99466E+15;3,80702E+16;baseline
6,18703E+14;6,39458E+15;5,78995E+15;6,0463E+15;-1,65301E+16;-3,74605E+15;2,10012E+16;1,29928E+16;6,18734E+15;baseline
3,74173E+15;3,94173E+15;3,44276E+16;4,98962E+13;1,93635E+16;4,21578E+15;2,10015E+16;7,85762E+15;3,74188E+16;baseline
9,67412E+15;1,09367E+16;7,2937E+12;3,64304E+15;4,4314E+16;1,07892E+16;2,10036E+16;2,03157E+16;9,67517E+15;baseline
3,31768E+16;3,8269E+12;2,88391E+13;9,42993E+12;-1,79179E+15;-7,51856E+14;2,10014E+16;6,96713E+15;3,32835E+15;amusement
3,36175E+15;3,8269E+12;2,88391E+13;9,42993E+12;-1,41208E+15;-4,58427E+15;2,10014E+16;7,05968E+15;3,37078E+16;amusement
1,25727E+15;1,41106E+16;9,30023E+14;4,81033E+15;6,03855E+15;1,4225E+16;2,10051E+16;2,64027E+15;1,25739E+16;baseline
6,36776E+15;6,62918E+15;6,00929E+15;6,19888E+15;-1,15465E+16;3,7814E+15;2,10004E+16;1,33723E+16;6,3685E+15;baseline
2,89683E+16;3,06892E+16;2,56538E+16;5,0354E+12;4,31072E+15;1,57656E+15;2,10016E+16;6,08334E+15;2,89691E+16;baseline
2,22051E+15;2,44408E+15;1,85738E+16;5,867E+14;-5,2909E+15;5,75172E+15;2,1002E+16;4,66307E+16;2,22127E+15;baseline
5,55827E+15;6,26678E+14;4,92287E+15;1,34392E+16;-7,29032E+15;5,60453E+15;2,10011E+15;1,16724E+15;5,56344E+15;amusement
3,55949E+15;3,76282E+13;3,31688E+15;4,45938E+15;-6,87998E+15;2,22475E+15;2,10011E+12;7,47493E+15;3,55981E+16;stress
6,18494E+15;6,39458E+15;5,78995E+15;6,0463E+15;-1,65341E+16;7,08373E+15;2,10012E+16;1,29884E+16;6,18524E+15;baseline
1,35888E+16;1,57051E+16;1,03874E+16;5,31769E+14;4,09573E+15;1,98698E+16;2,10045E+15;2,85365E+15;1,35927E+16;baseline
1,28269E+16;1,43356E+15;9,12094E+15;5,21469E+15;5,11581E+15;1,15055E+16;2,10049E+15;2,69365E+15;1,28282E+16;baseline
2,80387E+16;2,9892E+14;2,46696E+16;5,22232E+15;6,43576E+15;1,25612E+16;2,10015E+16;5,88814E+15;2,80393E+14;baseline
4,51042E+15;5,14565E+16;3,77312E+15;1,37253E+15;1,59535E+16;-1,05385E+16;2,10019E+15;9,47189E+15;4,51904E+15;stress
4,60339E+15;6,05736E+16;4,01154E+14;2,04582E+16;-4,24848E+14;1,08606E+16;2,10016E+16;9,66711E+15;4,63237E+14;stress
3,82279E+16;3,97301E+16;3,56941E+16;4,03595E+14;-1,39956E+15;1,0778E+15;2,10015E+16;8,02785E+14;3,82309E+15;baseline
8,2163E+15;9,71527E+14;7,23534E+16;2,47993E+16;-9,76198E+15;5,59166E+15;2,10003E+15;1,72542E+16;8,2486E+15;stress
3,91585E+16;4,29802E+15;3,57094E+16;7,27081E+14;1,29344E+15;9,7334E+15;2,1001E+16;8,22328E+15;3,91712E+15;stress
1,97676E+16;2,25792E+15;1,4782E+16;7,79724E+13;3,59803E+15;-2,00291E+15;2,10026E+15;4,15119E+15;1,98008E+16;stress
2,15463E+15;2,31476E+14;1,87111E+16;4,43649E+15;9,0054E+15;-1,25168E+16;2,10022E+16;4,52473E+15;2,15531E+16;amusement
2,95773E+16;3,15437E+16;2,61078E+14;5,43594E+15;4,57221E+16;1,03079E+16;2,10015E+16;6,21123E+15;2,95784E+16;stress
8,36634E+15;1,00632E+15;6,15311E+15;3,91006E+15;6,86136E+15;7,66084E+15;2,10035E+15;1,75693E+16;8,36897E+15;baseline
3,75121E+15;3,96729E+11;3,44276E+16;5,24521E+15;4,07664E+15;8,14733E+15;2,10016E+16;7,87755E+15;3,75141E+16;baseline
8,78265E+15;1,20243E+16;0;1,20243E+16;3,53674E+15;6,92447E+15;2,10016E+16;1,84436E+16;8,83242E+15;stress
1,28024E+16;1,43356E+15;9,12094E+15;5,21469E+15;4,39304E+15;1,02783E+16;2,10052E+16;2,6885E+15;1,28038E+16;baseline
2,06445E+16;2,23618E+15;1,71967E+14;5,1651E+14;-1,17279E+16;-2,37688E+16;2,10018E+15;4,33534E+16;2,06518E+15;baseline
1,73318E+16;2,62222E+15;1,10626E+14;1,51596E+15;-2,38926E+15;8,06818E+13;2,10075E+16;3,63968E+15;1,76303E+16;stress
6,58167E+15;6,72646E+16;6,24084E+13;4,85611E+15;-5,92868E+15;3,26415E+15;2,10006E+15;1,38215E+16;6,58174E+15;baseline
2,72812E+16;2,97928E+15;2,41051E+15;5,68771E+15;-2,63161E+15;1,01403E+16;2,10015E+15;5,72905E+15;2,72921E+16;amusement
2,34529E+14;2,49329E+13;2,16866E+16;3,24631E+15;2,05631E+16;8,18728E+15;2,10026E+16;4,9251E+16;2,34538E+16;baseline
3,71176E+15;3,8765E+15;3,44276E+16;4,33731E+15;2,07153E+15;5,78236E+15;2,10016E+16;7,7947E+15;3,71181E+16;baseline
6,33272E+15;6,52351E+16;5,97839E+13;5,4512E+15;1,42406E+16;8,39119E+15;2,10011E+16;1,32987E+15;6,33277E+15;amusement
9,67039E+15;1,10893E+16;6,37436E+15;4,71497E+13;2,65485E+14;2,9473E+15;2,10034E+15;2,03078E+15;9,672E+15;baseline
3,14602E+16;3,53355E+15;2,67677E+16;8,56781E+14;-6,6337E+15;-3,68545E+15;2,1002E+16;6,60663E+15;3,14998E+16;stress
7,80689E+15;8,1974E+15;7,51839E+15;6,79016E+13;2,27208E+16;1,32901E+16;2,10004E+15;1,63945E+15;7,80726E+15;amusement
1,57555E+16;1,93672E+16;1,1898E+16;7,46918E+14;-1,01437E+16;3,36825E+15;2,10067E+16;3,30866E+16;1,58121E+16;baseline
2,94884E+15;3,15552E+12;2,73209E+15;4,23431E+14;3,81212E+15;1,93542E+16;2,10018E+15;6,19256E+15;2,94901E+16;stress
1,70449E+15;1,94092E+11;1,26801E+14;6,72913E+13;-8,46026E+15;5,36534E+15;2,10024E+16;3,57944E+16;1,70611E+16;stress
1,76902E+16;2,29187E+13;1,40991E+12;8,81958E+12;-9,50336E+15;4,52972E+15;2,10067E+16;3,71495E+16;1,78036E+16;baseline
4,66415E+15;5,18303E+15;4,20418E+16;9,78851E+14;1,59396E+16;3,52054E+15;2,10018E+13;9,79472E+15;4,66614E+15;stress
3,78638E+15;4,11263E+16;3,43628E+12;6,76346E+15;-1,28066E+16;-7,64039E+14;2,10015E+16;7,9514E+15;3,78865E+15;stress
1,12409E+16;1,14201E+16;1,09879E+15;4,32205E+15;-1,07281E+16;3,26114E+15;2,10003E+15;2,3606E+16;1,12411E+16;baseline
4,52887E+16;5,50842E+13;3,54118E+16;1,96724E+16;-1,09202E+16;-5,00293E+14;2,10021E+16;9,51062E+13;4,54763E+16;stress
1,18227E+16;1,22177E+15;1,10584E+16;1,15929E+16;-2,86263E+16;-1,07007E+15;2,10003E+15;2,48278E+15;1,18265E+16;baseline
4,29826E+15;5,12161E+15;3,26691E+14;1,85471E+15;-1,46786E+16;-7,64837E+15;2,10025E+16;9,02635E+15;4,32775E+15;stress
1,26156E+16;1,41945E+16;9,30023E+14;4,89426E+15;4,84739E+14;1,26447E+16;2,10057E+16;2,64927E+16;1,26169E+16;baseline
5,3105E+15;5,41573E+16;5,07889E+15;3,36838E+15;1,33117E+16;1,54484E+16;2,10008E+16;1,11521E+16;5,31052E+16;baseline
2,16569E+15;3,63503E+15;1,1879E+15;2,44713E+15;-8,61268E+15;7,2239E+15;2,10066E+16;4,54794E+15;2,24612E+16;stress
7,37904E+15;7,56493E+16;7,06749E+16;4,97437E+12;-1,15987E+16;-2,29686E+15;2,10002E+15;1,5496E+15;7,37934E+15;stress
2,98984E+16;3,20625E+16;2,64702E+16;5,59235E+14;-2,33617E+15;8,56166E+15;2,10018E+16;6,27867E+15;2,99013E+16;amusement
2,61935E+16;3,63503E+15;1,72539E+16;1,90964E+15;-1,06532E+16;-3,54993E+15;2,10055E+16;5,50063E+14;2,66419E+15;stress
6,21328E+15;6,4785E+16;5,99709E+15;4,81415E+14;3,29609E+15;8,64126E+15;2,10004E+16;1,30479E+16;6,21335E+15;baseline
3,93649E+15;4,44374E+16;3,57094E+16;8,72803E+11;2,12284E+16;1,34943E+16;2,1001E+15;8,26663E+14;3,93841E+16;stress
1,70157E+16;1,93901E+16;1,26801E+14;6,71005E+15;-8,82765E+15;4,53708E+15;2,10024E+16;3,5733E+16;1,703E+16;stress
4,38395E+16;5,48134E+16;3,31535E+16;2,16599E+15;-1,61292E+16;-2,518E+16;2,10014E+16;9,20629E+13;4,42691E+15;stress
3,69081E+16;3,79906E+16;3,54271E+15;25634765625;-2,22116E+16;-3,10919E+15;2,10009E+16;7,75071E+15;3,69088E+16;amusement
5,97852E+15;6,29234E+16;5,67093E+15;6,21414E+15;1,85051E+15;1,17732E+16;2,10004E+16;1,25549E+16;5,97877E+15;amusement
3,94779E+15;5,04036E+16;3,16772E+12;1,87263E+16;-1,2428E+15;2,93967E+15;2,10029E+16;8,29037E+15;3,9738E+15;stress
5,51469E+16;5,62019E+16;5,32722E+16;29296875;-1,36834E+15;-6,16197E+15;2,10006E+15;1,15809E+16;5,51475E+16;baseline
1,6554E+15;1,76888E+16;1,32027E+16;4,48608E+12;3,83472E+15;7,68682E+15;2,10025E+16;3,47634E+15;1,65548E+16;baseline
2,29265E+14;2,5238E+13;1,9825E+16;5,41306E+15;-1,47632E+16;1,84435E+15;2,1002E+15;4,81456E+15;2,29398E+16;baseline
9,351E+14;1,1055E+15;6,05011E+14;50048828125;3,26415E+15;8,08605E+15;2,10044E+15;1,96371E+16;9,35279E+15;amusement
5,53062E+15;6,19469E+16;4,92287E+15;1,27182E+15;-6,97305E+15;5,47082E+15;2,10011E+15;1,16143E+16;5,53537E+16;amusement
7,31047E+14;7,48253E+15;7,04041E+13;4,42123E+15;-6,71485E+15;4,69519E+15;2,10003E+15;1,5352E+15;7,3106E+15;stress
1,05634E+16;1,49879E+16;6,77109E+15;8,21686E+14;5,69744E+15;1,37587E+16;2,1003E+16;2,2183E+16;1,06413E+16;baseline
1,87716E+15;2,08473E+16;1,61934E+16;4,65393E+13;1,33957E+14;-9,33355E+15;2,1002E+15;3,94204E+15;1,87844E+16;stress
8,05277E+15;9,47952E+15;5,15747E+12;4,32205E+15;3,44318E+16;8,37567E+15;2,10033E+16;1,69108E+16;8,0543E+15;baseline
2,84799E+15;3,00102E+16;2,65846E+16;3,4256E+14;-6,37214E+15;8,31344E+15;2,10023E+16;5,98077E+15;2,8481E+14;amusement
3,70689E+16;3,88298E+15;3,52135E+15;3,61633E+13;-8,93877E+15;-5,88517E+15;2,10008E+16;7,78447E+15;3,70707E+16;amusement
1,07417E+16;1,52092E+16;6,77109E+15;8,43811E+13;-1,41845E+15;1,19777E+16;2,1003E+16;2,25575E+16;1,08385E+16;baseline
6,6316E+15;6,87294E+16;6,27289E+14;6,00052E+15;-6,83981E+15;7,21113E+15;2,10006E+15;1,39264E+16;6,63184E+15;baseline
1,11785E+16;1,13277E+16;1,09829E+16;3,44849E+12;1,9431E+15;2,84397E+15;2,10003E+16;2,34748E+16;1,11785E+16;baseline
1,18521E+16;1,4019E+16;8,19778E+15;5,82123E+14;-5,0049E+15;4,24955E+15;2,10062E+16;2,48893E+16;1,18653E+16;baseline
2,33341E+14;2,48489E+15;2,10342E+15;3,8147E+12;1,85332E+16;7,48975E+15;2,10025E+16;4,90016E+16;2,33348E+15;baseline
3,99565E+15;4,62837E+16;3,73154E+15;8,96835E+15;1,86313E+16;1,63244E+16;2,1001E+16;8,39086E+13;4,00018E+16;stress
1,26089E+16;1,52092E+16;8,70895E+15;6,50024E+12;-1,3134E+16;2,51916E+15;2,10037E+16;2,64787E+16;1,26429E+16;baseline
1,17858E+16;1,4019E+16;8,19778E+15;5,82123E+14;-4,27031E+15;6,56046E+15;2,10061E+16;2,47503E+15;1,17997E+15;baseline
6,50068E+15;9,63974E+15;4,45175E+15;5,18799E+11;-2,61408E+16;8,5296E+15;2,10052E+15;1,36514E+16;6,56512E+15;amusement
1,66458E+16;1,81503E+15;1,32027E+16;4,94766E+15;4,26384E+15;5,55734E+15;2,10029E+15;3,49562E+15;1,66476E+16;baseline
2,01396E+14;2,25792E+15;1,68495E+16;5,72968E+14;1,0403E+15;-7,01649E+15;2,10027E+14;4,22932E+16;2,01462E+14;stress
7,34961E+15;7,53517E+16;7,06749E+16;4,67682E+14;-1,25881E+16;2,14626E+16;2,10003E+15;1,54342E+15;7,34996E+15;stress
3,88996E+16;4,24194E+12;3,4481E+15;7,93839E+15;-1,23425E+16;-1,48128E+16;2,10012E+15;8,16891E+15;3,89228E+16;stress
3,01222E+16;3,26157E+15;2,64702E+16;6,14548E+15;-8,56624E+15;5,51435E+15;2,10018E+16;6,32566E+15;3,01271E+15;amusement
1,84395E+16;2,08473E+16;1,29967E+16;7,85065E+14;-6,49705E+15;-9,86996E+15;2,10021E+16;3,8723E+15;1,84637E+16;stress
6,37154E+15;9,30023E+14;4,45175E+15;4,84848E+15;-1,21284E+15;6,07804E+15;2,10053E+15;1,33802E+16;6,41155E+15;amusement
9,64946E+15;1,09558E+13;7,27844E+13;3,67737E+13;6,14259E+15;1,27506E+16;2,10035E+15;2,02639E+16;9,65041E+15;baseline
2,01599E+16;2,13078E+15;1,92928E+15;2,01492E+15;-6,22124E+15;3,80056E+15;2,10014E+16;4,23358E+15;2,01645E+16;stress
2,17717E+16;2,32391E+14;1,9474E+16;3,76511E+15;1,36115E+16;3,07273E+15;2,1002E+15;4,57206E+15;2,17726E+16;amusement
6,96821E+15;7,3452E+16;6,62155E+15;7,23648E+15;-1,01573E+16;5,3335E+15;2,10006E+16;1,46332E+16;6,96967E+15;stress
2,8056E+15;2,9892E+14;2,46696E+16;5,22232E+15;7,38426E+14;7,27029E+15;2,10014E+16;5,89176E+15;2,80564E+16;baseline
5,99326E+15;6,17561E+16;5,6263E+16;54931640625;-5,11705E+15;3,10998E+16;2,10013E+16;1,25859E+16;5,99336E+15;baseline
9,80686E+15;1,12118E+16;9,12056E+15;2,09122E+15;-6,71755E+15;1,07639E+16;2,10004E+15;2,05944E+16;9,8171E+15;stress
2,37912E+16;2,59819E+16;2,0916E+16;5,06592E+11;2,87971E+16;4,39127E+15;2,10026E+16;4,99616E+15;2,37935E+16;baseline
1,83555E+15;2,08473E+16;1,29967E+16;7,85065E+14;-3,25799E+15;-9,09754E+15;2,10021E+14;3,85466E+15;1,83827E+15;stress
3,0329E+15;3,25012E+13;2,66457E+16;5,85556E+15;-7,91279E+15;-7,35497E+15;2,10018E+15;6,36908E+15;3,03427E+16;amusement
2,97144E+16;3,19443E+15;2,73209E+15;4,62341E+13;-4,88686E+15;6,08273E+15;2,10019E+16;6,24002E+15;2,97166E+16;stress
1,81832E+16;1,98475E+16;1,6497E+16;3,35045E+15;-1,01124E+16;-5,24451E+15;2,10009E+16;3,81847E+15;1,82004E+15;stress
4,06963E+15;5,07393E+16;3,14293E+15;1,931E+15;-1,23654E+16;2,61824E+15;2,10028E+15;8,54623E+15;4,1033E+15;stress
1,13916E+16;1,21792E+16;1,09997E+16;1,1795E+14;-2,97141E+16;1,16018E+16;2,10003E+15;2,39224E+16;1,13956E+16;baseline
3,42621E+16;3,70941E+14;3,1002E+15;6,09207E+15;3,53842E+16;7,48734E+14;2,10011E+16;7,19504E+15;3,42643E+16;stress
4,07654E+15;4,62837E+16;3,74565E+15;8,82721E+14;-2,50567E+16;1,08678E+16;2,10012E+15;8,56073E+15;4,08133E+15;stress
3,3207E+16;3,70026E+14;2,86064E+16;8,39615E+15;-1,28781E+16;7,25821E+15;2,10017E+15;6,97347E+15;3,32492E+16;stress
9,77431E+15;1,11137E+16;9,12056E+15;1,99318E+16;7,63421E+15;9,80409E+15;2,10004E+16;2,05261E+16;9,7801E+15;stress
7,81376E+15;8,77571E+15;7,23534E+16;1,54037E+15;-4,27312E+15;8,22649E+15;2,10004E+15;1,64089E+15;7,82274E+16;stress
3,89355E+16;4,03099E+16;3,65295E+13;3,78036E+15;-5,02748E+15;5,16364E+15;2,10012E+15;8,17645E+15;3,89366E+15;baseline
1,77739E+16;224609375;1,47552E+14;7,70569E+13;1,30784E+16;1,46949E+16;2,10021E+16;3,73253E+15;1,78097E+16;baseline
6,39047E+15;9,43375E+15;4,45175E+15;4,98199E+14;1,65366E+16;7,49283E+15;2,10053E+16;1,342E+16;6,43461E+15;amusement
5,52082E+15;5,62019E+16;5,32722E+16;29296875;7,88629E+15;-6,80359E+15;2,10005E+15;1,15937E+16;5,52085E+15;baseline
2,09137E+15;2,81906E+15;1,42632E+16;1,39275E+16;-9,79016E+15;4,21563E+16;2,10064E+16;4,39188E+15;2,11481E+16;baseline
8,66172E+15;9,71527E+14;0;9,71527E+14;1,47985E+16;-9,67726E+15;2,10016E+16;1,81896E+16;8,68304E+15;stress
1,89904E+16;2,09694E+16;1,66206E+16;4,34875E+13;7,5635E+15;-6,0855E+15;2,10021E+16;3,98798E+14;1,89986E+16;stress
2,59849E+16;3,63503E+15;1,69373E+13;1,9413E+16;-1,12694E+16;-2,97184E+15;2,10055E+16;5,45684E+15;2,64487E+16;stress
7,16498E+15;7,82623E+14;6,14433E+15;1,6819E+16;-8,62392E+15;-9,23333E+13;2,10002E+15;1,50465E+15;7,18352E+15;baseline
4,1746E+15;5,28793E+15;3,17497E+16;2,11296E+16;-1,46057E+16;2,68648E+15;2,10014E+16;8,76665E+15;4,21923E+15;stress
5,45148E+15;5,62019E+16;5,20515E+16;4150390625;-7,73342E+15;4,80487E+15;2,10009E+16;1,14481E+16;5,4517E+15;baseline
6,54927E+15;6,69365E+15;6,21223E+16;4,81415E+14;2,48773E+16;8,57089E+15;2,10007E+13;1,37535E+15;6,54931E+16;baseline
1,45996E+16;1,77612E+12;1,1898E+16;5,86319E+15;-1,01599E+15;1,63526E+16;2,10066E+16;3,06592E+15;1,46414E+16;baseline
2,13681E+16;2,2411E+16;2,01927E+15;2,21825E+15;-1,17981E+16;-5,25407E+15;2,10016E+15;4,48731E+15;2,13758E+16;stress
1,26237E+16;1,52817E+15;927734375;6,00433E+14;-1,0601E+16;4,20481E+15;2,10054E+16;2,65098E+16;1,26508E+16;baseline
4,71346E+15;6,04782E+15;39306640625;2,11716E+15;-7,68207E+15;6,3632E+15;2,10022E+16;9,89826E+15;4,74058E+15;baseline
2,95265E+15;3,19443E+15;2,73209E+15;4,62341E+13;1,73937E+16;1,58157E+16;2,10018E+15;6,20057E+15;2,95288E+16;stress
3,68302E+16;3,88947E+14;3,38783E+16;5,01633E+15;-6,78904E+15;3,50858E+15;2,10013E+15;7,73434E+15;3,6833E+15;stress
6,0295E+15;6,19698E+16;5,82352E+15;3,73459E+15;4,33705E+15;3,36086E+15;2,10013E+16;1,2662E+16;6,02954E+15;baseline
7,826E+15;91552734375;4,89426E+15;4,26102E+15;5,93683E+15;1,17325E+15;2,10035E+16;1,64346E+16;7,82728E+15;baseline
8,86501E+15;1,20987E+15;0;1,20987E+15;2,35331E+15;9,14916E+15;2,10016E+15;1,86165E+15;8,92983E+15;stress
2,08754E+15;2,31857E+15;1,82343E+14;4,95148E+14;-8,46805E+15;-4,03993E+16;2,10019E+15;4,38384E+15;2,08814E+16;baseline
7,12193E+15;8,07571E+15;6,50902E+16;1,5667E+16;-6,50187E+15;6,48844E+15;2,10003E+16;1,49561E+16;7,13271E+16;baseline
7,88345E+15;8,39882E+15;7,51839E+15;8,80432E+13;-6,4364E+15;8,90944E+15;2,10004E+16;1,65552E+16;7,88525E+15;amusement
1,37999E+16;1,57738E+16;1,06621E+16;5,11169E+13;4,74635E+16;1,32345E+16;2,10057E+15;2,89798E+15;1,3801E+15;amusement
3,81732E+15;4,16031E+15;3,508E+14;6,52313E+14;-1,18674E+15;-8,83357E+15;2,10015E+15;8,01637E+15;3,81954E+13;stress
6,36782E+15;9,30023E+14;4,45175E+15;4,84848E+15;-2,10066E+15;5,70956E+15;2,10053E+16;1,33724E+16;6,407E+15;amusement
5,65866E+15;7,41005E+15;4,92287E+15;2,48718E+13;1,64615E+16;1,61508E+16;2,10011E+15;1,18832E+16;5,67944E+16;amusement
5,98366E+15;6,16264E+15;5,6263E+16;5,36346E+14;8,64589E+15;4,81754E+15;2,10014E+16;1,25657E+15;5,98372E+15;baseline
3,69058E+15;3,79906E+16;3,54271E+15;25634765625;-2,0281E+15;-3,30429E+16;2,10009E+16;7,75023E+15;3,69065E+16;amusement
9,78306E+15;1,1116E+15;7,61795E+15;3,49808E+15;4,01045E+15;9,93313E+15;2,10032E+16;2,05444E+16;9,78412E+15;baseline
2,03581E+15;2,23083E+13;1,71967E+14;5,11169E+13;-1,25875E+16;2,3717E+15;2,10018E+16;4,27521E+15;2,03663E+15;baseline
1,13765E+16;1,17176E+16;1,11221E+15;5,95474E+15;-7,72007E+14;5,33993E+15;2,10002E+16;2,38907E+15;1,13771E+15;baseline
7,0192E+15;7,90176E+15;6,50482E+14;1,39694E+15;-6,89797E+15;5,94442E+15;2,10004E+16;1,47403E+14;7,02741E+15;baseline
4,04214E+15;4,62837E+16;3,59268E+15;1,03569E+16;-4,75137E+15;7,39966E+15;2,10013E+15;8,48849E+14;4,04863E+14;stress
1,65394E+16;1,76888E+16;1,32027E+16;4,48608E+12;3,63223E+16;8,44202E+14;2,10024E+16;3,47327E+15;1,65402E+16;baseline
5,30885E+15;5,41573E+16;5,05753E+15;3,582E+15;9,17656E+15;-4,19356E+16;2,10008E+16;1,11486E+16;5,30887E+15;baseline
2,98966E+16;3,19443E+15;2,73743E+13;4,57001E+14;9,40106E+14;1,18494E+16;2,10019E+15;6,27828E+15;2,9898E+14;stress
4,78565E+16;5,50842E+13;4,36058E+16;1,14784E+16;1,04322E+16;4,91637E+15;2,10017E+16;1,00499E+16;4,78788E+15;stress
1,66938E+16;1,83411E+13;1,34468E+16;4,89426E+15;3,34292E+16;9,82826E+15;2,10026E+16;3,50571E+15;1,66971E+16;baseline
5,05657E+16;6,63528E+15;4,04472E+15;2,59056E+15;-1,39712E+15;2,64113E+15;2,10015E+16;1,06188E+15;5,10399E+15;stress
1,30672E+15;1,4698E+16;1,05667E+15;4,13132E+15;9,79993E+15;6,6002E+15;2,10035E+15;2,7441E+16;1,30692E+14;baseline
3,90022E+15;4,25377E+16;3,57094E+16;6,82831E+14;1,16628E+16;7,1906E+15;2,1001E+16;8,19047E+15;3,90114E+15;stress
1,25724E+16;1,41106E+16;9,30023E+14;4,81033E+15;6,03169E+16;1,42129E+16;2,10051E+16;2,6402E+15;1,25735E+16;baseline
3,74623E+16;4,24194E+12;3,33633E+15;9,05609E+14;-3,96648E+15;4,33462E+15;2,10012E+16;7,86708E+15;3,74951E+15;stress
1,95E+15;2,25792E+15;1,58119E+16;6,76727E+14;-1,05621E+16;-6,29678E+15;2,10027E+16;4,09501E+15;1,9538E+16;stress
